node1	node1;label	relationship	relationship;label	node2	node2;label
180	PAIC_2013	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201375	
180	PAIC_2013	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
181	CAGED_2014_03	SGL_FONTE_ATU	Sigla da Fonte de Atualização	CAGED	
181	CAGED_2014_03	DSC_FONTE_ATU	Descrição da Fonte de Atualização	CADASTRO GERAL DE EMPREGADOS	
181	CAGED_2014_03	ANO_MES_BASE_FONTE_ATU	Ano/Mês Base da Fonte de Atualização	^2014-03	
181	CAGED_2014_03	DAT_FONTE_ATU	Data da Fonte de Atualização	^2014-11-25	
181	CAGED_2014_03	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201325	
181	CAGED_2014_03	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
182	CAGED_2014_09	SGL_FONTE_ATU	Sigla da Fonte de Atualização	CAGED	
182	CAGED_2014_09	DSC_FONTE_ATU	Descrição da Fonte de Atualização	CADASTRO GERAL DE EMPREGADOS	
182	CAGED_2014_09	ANO_MES_BASE_FONTE_ATU	Ano/Mês Base da Fonte de Atualização	^2014-09	
182	CAGED_2014_09	DAT_FONTE_ATU	Data da Fonte de Atualização	^2014-11-25	
182	CAGED_2014_09	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201325	
182	CAGED_2014_09	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
183	RAIS_2014	SGL_FONTE_ATU	Sigla da Fonte de Atualização	RAIS	
183	RAIS_2014	DSC_FONTE_ATU	Descrição da Fonte de Atualização	RELACAO ANUAL DE INFORMAÇÕES SOCIAIS	
183	RAIS_2014	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2014	
183	RAIS_2014	DAT_FONTE_ATU	Data da Fonte de Atualização	^2015-08-21	
183	RAIS_2014	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201450	
183	RAIS_2014	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
184	DCC_2014	SGL_FONTE_ATU	Sigla da Fonte de Atualização	DCC	
184	DCC_2014	DSC_FONTE_ATU	Descrição da Fonte de Atualização	GERÊNCIA DO CADASTRO CENTRAL DE EMPRESAS	
184	DCC_2014	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2014	
184	DCC_2014	DAT_FONTE_ATU	Data da Fonte de Atualização	^2015-08-24	
184	DCC_2014	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201480	
184	DCC_2014	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
185	RAT_IBGE_2014	SGL_FONTE_ATU	Sigla da Fonte de Atualização	RAT_IBGE	
185	RAT_IBGE_2014	DSC_FONTE_ATU	Descrição da Fonte de Atualização	RELACAO ANUAL DE INFORMAÇÕES SOCIAIS(EMPREGADO)	
185	RAT_IBGE_2014	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2014	
185	RAT_IBGE_2014	DAT_FONTE_ATU	Data da Fonte de Atualização	^2015-08-24	
185	RAT_IBGE_2014	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201485	
185	RAT_IBGE_2014	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	S	Outros
186	PIA_2014	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PIA	
186	PIA_2014	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA INDUSTRIAL ANUAL	
186	PIA_2014	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2014	
186	PIA_2014	DAT_FONTE_ATU	Data da Fonte de Atualização	^2015-09-17	
186	PIA_2014	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201475	
186	PIA_2014	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
187	PAS_2014	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAS	
187	PAS_2014	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DE SERVIÇOS	
187	PAS_2014	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2014	
187	PAS_2014	DAT_FONTE_ATU	Data da Fonte de Atualização	^2015-09-17	
187	PAS_2014	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201475	
187	PAS_2014	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
188	PAC_2014	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAC	
188	PAC_2014	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DE COMÉRCIO	
188	PAC_2014	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2014	
188	PAC_2014	DAT_FONTE_ATU	Data da Fonte de Atualização	^2015-09-17	
188	PAC_2014	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201475	
188	PAC_2014	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
189	PAIC_2014	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAIC	
189	PAIC_2014	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DA INDÚSTRIA DA CONSTRUÇÃO	
189	PAIC_2014	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2014	
189	PAIC_2014	DAT_FONTE_ATU	Data da Fonte de Atualização	^2015-09-17	
189	PAIC_2014	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201475	
189	PAIC_2014	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
190	SIMCAD_2014	SGL_FONTE_ATU	Sigla da Fonte de Atualização	SIMCAD	
190	SIMCAD_2014	DSC_FONTE_ATU	Descrição da Fonte de Atualização	SISTEMA DE MANUTENÇÃO CADASTRAL	
190	SIMCAD_2014	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2014	
190	SIMCAD_2014	DAT_FONTE_ATU	Data da Fonte de Atualização	^2015-10-19	
190	SIMCAD_2014	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201475	
190	SIMCAD_2014	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
191	CAGED_2015_03	SGL_FONTE_ATU	Sigla da Fonte de Atualização	CAGED	
191	CAGED_2015_03	DSC_FONTE_ATU	Descrição da Fonte de Atualização	CADASTRO GERAL DE EMPREGADOS	
191	CAGED_2015_03	ANO_MES_BASE_FONTE_ATU	Ano/Mês Base da Fonte de Atualização	^2015-03	
191	CAGED_2015_03	DAT_FONTE_ATU	Data da Fonte de Atualização	^2015-11-09	
191	CAGED_2015_03	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201425	
191	CAGED_2015_03	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
192	CAGED_2015_09	SGL_FONTE_ATU	Sigla da Fonte de Atualização	CAGED	
192	CAGED_2015_09	DSC_FONTE_ATU	Descrição da Fonte de Atualização	CADASTRO GERAL DE EMPREGADOS	
192	CAGED_2015_09	ANO_MES_BASE_FONTE_ATU	Ano/Mês Base da Fonte de Atualização	^2015-09	
192	CAGED_2015_09	DAT_FONTE_ATU	Data da Fonte de Atualização	^2015-11-09	
192	CAGED_2015_09	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201425	
192	CAGED_2015_09	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
193	RAIS_2015	SGL_FONTE_ATU	Sigla da Fonte de Atualização	RAIS	
193	RAIS_2015	DSC_FONTE_ATU	Descrição da Fonte de Atualização	RELACAO ANUAL DE INFORMAÇÕES SOCIAIS	
193	RAIS_2015	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2015	
193	RAIS_2015	DAT_FONTE_ATU	Data da Fonte de Atualização	^2016-07-26	
193	RAIS_2015	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201550	
193	RAIS_2015	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
194	RAT_IBGE_2015	SGL_FONTE_ATU	Sigla da Fonte de Atualização	RAT_IBGE	
194	RAT_IBGE_2015	DSC_FONTE_ATU	Descrição da Fonte de Atualização	RELACAO ANUAL DE INFORMAÇÕES SOCIAIS(EMPREGADO)	
194	RAT_IBGE_2015	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2015	
194	RAT_IBGE_2015	DAT_FONTE_ATU	Data da Fonte de Atualização	^2016-07-28	
194	RAT_IBGE_2015	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201585	
194	RAT_IBGE_2015	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	S	Outros
195	DCC_2015	SGL_FONTE_ATU	Sigla da Fonte de Atualização	DCC	
195	DCC_2015	DSC_FONTE_ATU	Descrição da Fonte de Atualização	GERÊNCIA DO CADASTRO CENTRAL DE EMPRESAS	
195	DCC_2015	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2015	
195	DCC_2015	DAT_FONTE_ATU	Data da Fonte de Atualização	^2016-07-29	
195	DCC_2015	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201580	
195	DCC_2015	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
196	PIA_2015	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PIA	
196	PIA_2015	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA INDUSTRIAL ANUAL	
196	PIA_2015	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2015	
196	PIA_2015	DAT_FONTE_ATU	Data da Fonte de Atualização	^2016-07-29	
196	PIA_2015	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201575	
196	PIA_2015	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
197	PAS_2015	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAS	
197	PAS_2015	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DE SERVIÇOS	
197	PAS_2015	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2015	
197	PAS_2015	DAT_FONTE_ATU	Data da Fonte de Atualização	^2016-07-29	
197	PAS_2015	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201575	
197	PAS_2015	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
198	PAIC_2015	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAIC	
198	PAIC_2015	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DA INDÚSTRIA DA CONSTRUÇÃO	
198	PAIC_2015	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2015	
198	PAIC_2015	DAT_FONTE_ATU	Data da Fonte de Atualização	^2016-07-29	
198	PAIC_2015	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201575	
198	PAIC_2015	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
199	PAC_2015	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAC	
199	PAC_2015	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DE COMÉRCIO	
199	PAC_2015	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2015	
199	PAC_2015	DAT_FONTE_ATU	Data da Fonte de Atualização	^2016-08-03	
199	PAC_2015	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201575	
199	PAC_2015	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
200	SIMCAD_2015	SGL_FONTE_ATU	Sigla da Fonte de Atualização	SIMCAD	
200	SIMCAD_2015	DSC_FONTE_ATU	Descrição da Fonte de Atualização	SISTEMA DE MANUTENÇÃO CADASTRAL	
200	SIMCAD_2015	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2015	
200	SIMCAD_2015	DAT_FONTE_ATU	Data da Fonte de Atualização	^2016-11-03	
200	SIMCAD_2015	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201575	
200	SIMCAD_2015	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
201	CAGED_2016_03	SGL_FONTE_ATU	Sigla da Fonte de Atualização	CAGED	
201	CAGED_2016_03	DSC_FONTE_ATU	Descrição da Fonte de Atualização	CADASTRO GERAL DE EMPREGADOS	
201	CAGED_2016_03	ANO_MES_BASE_FONTE_ATU	Ano/Mês Base da Fonte de Atualização	^2016-03	
201	CAGED_2016_03	DAT_FONTE_ATU	Data da Fonte de Atualização	^2016-11-29	
201	CAGED_2016_03	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201525	
201	CAGED_2016_03	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
202	CAGED_2016_09	SGL_FONTE_ATU	Sigla da Fonte de Atualização	CAGED	
202	CAGED_2016_09	DSC_FONTE_ATU	Descrição da Fonte de Atualização	CADASTRO GERAL DE EMPREGADOS	
202	CAGED_2016_09	ANO_MES_BASE_FONTE_ATU	Ano/Mês Base da Fonte de Atualização	^2016-09	
202	CAGED_2016_09	DAT_FONTE_ATU	Data da Fonte de Atualização	^2016-11-29	
202	CAGED_2016_09	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201525	
202	CAGED_2016_09	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
203	RAIS_2016	SGL_FONTE_ATU	Sigla da Fonte de Atualização	RAIS	
203	RAIS_2016	DSC_FONTE_ATU	Descrição da Fonte de Atualização	RELACAO ANUAL DE INFORMAÇÕES SOCIAIS	
203	RAIS_2016	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2016	
203	RAIS_2016	DAT_FONTE_ATU	Data da Fonte de Atualização	^2017-09-08	
203	RAIS_2016	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201650	
203	RAIS_2016	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
204	DCC_2016	SGL_FONTE_ATU	Sigla da Fonte de Atualização	DCC	
204	DCC_2016	DSC_FONTE_ATU	Descrição da Fonte de Atualização	GERÊNCIA DO CADASTRO CENTRAL DE EMPRESAS	
204	DCC_2016	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2016	
204	DCC_2016	DAT_FONTE_ATU	Data da Fonte de Atualização	^2017-09-08	
204	DCC_2016	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201680	
204	DCC_2016	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
205	PIA_2016	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PIA	
205	PIA_2016	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA INDUSTRIAL ANUAL	
205	PIA_2016	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2016	
205	PIA_2016	DAT_FONTE_ATU	Data da Fonte de Atualização	^2017-09-08	
205	PIA_2016	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201675	
205	PIA_2016	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
206	PAS_2016	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAS	
206	PAS_2016	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DE SERVIÇOS	
206	PAS_2016	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2016	
206	PAS_2016	DAT_FONTE_ATU	Data da Fonte de Atualização	^2017-09-08	
206	PAS_2016	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201675	
206	PAS_2016	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
207	PAC_2016	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAC	
207	PAC_2016	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DE COMÉRCIO	
207	PAC_2016	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2016	
207	PAC_2016	DAT_FONTE_ATU	Data da Fonte de Atualização	^2017-09-08	
207	PAC_2016	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201675	
207	PAC_2016	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
208	PAIC_2016	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAIC	
208	PAIC_2016	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DA INDÚSTRIA DA CONSTRUÇÃO	
208	PAIC_2016	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2016	
208	PAIC_2016	DAT_FONTE_ATU	Data da Fonte de Atualização	^2017-09-08	
208	PAIC_2016	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201675	
208	PAIC_2016	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
209	SIMCAD_2016	SGL_FONTE_ATU	Sigla da Fonte de Atualização	SIMCAD	
209	SIMCAD_2016	DSC_FONTE_ATU	Descrição da Fonte de Atualização	SISTEMA DE MANUTENÇÃO CADASTRAL	
209	SIMCAD_2016	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2016	
209	SIMCAD_2016	DAT_FONTE_ATU	Data da Fonte de Atualização	^2017-09-08	
209	SIMCAD_2016	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201675	
209	SIMCAD_2016	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
210	RAT_IBGE_2016	SGL_FONTE_ATU	Sigla da Fonte de Atualização	RAT_IBGE	
210	RAT_IBGE_2016	DSC_FONTE_ATU	Descrição da Fonte de Atualização	RELACAO ANUAL DE INFORMAÇÕES SOCIAIS(EMPREGADO)	
210	RAT_IBGE_2016	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2016	
210	RAT_IBGE_2016	DAT_FONTE_ATU	Data da Fonte de Atualização	^2017-09-14	
210	RAT_IBGE_2016	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201685	
210	RAT_IBGE_2016	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	S	Outros
211	CAGED_2017_03	SGL_FONTE_ATU	Sigla da Fonte de Atualização	CAGED	
211	CAGED_2017_03	DSC_FONTE_ATU	Descrição da Fonte de Atualização	CADASTRO GERAL DE EMPREGADOS	
211	CAGED_2017_03	ANO_MES_BASE_FONTE_ATU	Ano/Mês Base da Fonte de Atualização	^2017-03	
211	CAGED_2017_03	DAT_FONTE_ATU	Data da Fonte de Atualização	^2017-12-08	
211	CAGED_2017_03	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201625	
211	CAGED_2017_03	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
212	CAGED_2017_09	SGL_FONTE_ATU	Sigla da Fonte de Atualização	CAGED	
212	CAGED_2017_09	DSC_FONTE_ATU	Descrição da Fonte de Atualização	CADASTRO GERAL DE EMPREGADOS	
212	CAGED_2017_09	ANO_MES_BASE_FONTE_ATU	Ano/Mês Base da Fonte de Atualização	^2017-09	
212	CAGED_2017_09	DAT_FONTE_ATU	Data da Fonte de Atualização	^2017-12-08	
212	CAGED_2017_09	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201625	
212	CAGED_2017_09	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
213	RAIS_2017	SGL_FONTE_ATU	Sigla da Fonte de Atualização	RAIS	
213	RAIS_2017	DSC_FONTE_ATU	Descrição da Fonte de Atualização	RELACAO ANUAL DE INFORMAÇÕES SOCIAIS	
213	RAIS_2017	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2017	
213	RAIS_2017	DAT_FONTE_ATU	Data da Fonte de Atualização	^2018-06-27	
213	RAIS_2017	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201750	
213	RAIS_2017	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
214	FASFIL_INI_2016	SGL_FONTE_ATU	Sigla da Fonte de Atualização	FASFIL_INI	
214	FASFIL_INI_2016	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA FASFIL	
214	FASFIL_INI_2016	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2016	
214	FASFIL_INI_2016	DAT_FONTE_ATU	Data da Fonte de Atualização	^2018-09-24	
214	FASFIL_INI_2016	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201675	
214	FASFIL_INI_2016	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
215	RAT_IBGE_2017	SGL_FONTE_ATU	Sigla da Fonte de Atualização	RAT_IBGE	
215	RAT_IBGE_2017	DSC_FONTE_ATU	Descrição da Fonte de Atualização	RELACAO ANUAL DE INFORMAÇÕES SOCIAIS(EMPREGADO)	
215	RAT_IBGE_2017	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2017	
215	RAT_IBGE_2017	DAT_FONTE_ATU	Data da Fonte de Atualização	^2018-10-03	
215	RAT_IBGE_2017	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201785	
215	RAT_IBGE_2017	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	S	Outros
216	PAC_2017	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAC	
216	PAC_2017	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DE COMÉRCIO	
216	PAC_2017	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2017	
216	PAC_2017	DAT_FONTE_ATU	Data da Fonte de Atualização	^2018-10-03	
216	PAC_2017	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201775	
216	PAC_2017	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
217	PAS_2017	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAS	
217	PAS_2017	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DE SERVIÇOS	
217	PAS_2017	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2017	
217	PAS_2017	DAT_FONTE_ATU	Data da Fonte de Atualização	^2018-10-03	
217	PAS_2017	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201775	
217	PAS_2017	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
218	PIA_2017	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PIA	
218	PIA_2017	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA INDUSTRIAL ANUAL	
218	PIA_2017	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2017	
218	PIA_2017	DAT_FONTE_ATU	Data da Fonte de Atualização	^2018-10-03	
218	PIA_2017	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201775	
218	PIA_2017	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
219	PAIC_2017	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAIC	
219	PAIC_2017	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DA INDÚSTRIA DA CONSTRUÇÃO	
219	PAIC_2017	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2017	
219	PAIC_2017	DAT_FONTE_ATU	Data da Fonte de Atualização	^2018-10-03	
219	PAIC_2017	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201775	
219	PAIC_2017	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
220	DCC_2017	SGL_FONTE_ATU	Sigla da Fonte de Atualização	DCC	
220	DCC_2017	DSC_FONTE_ATU	Descrição da Fonte de Atualização	GERÊNCIA DO CADASTRO CENTRAL DE EMPRESAS	
220	DCC_2017	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2017	
220	DCC_2017	DAT_FONTE_ATU	Data da Fonte de Atualização	^2018-10-03	
220	DCC_2017	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201780	
220	DCC_2017	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
221	SIMCAD_2017	SGL_FONTE_ATU	Sigla da Fonte de Atualização	SIMCAD	
221	SIMCAD_2017	DSC_FONTE_ATU	Descrição da Fonte de Atualização	SISTEMA DE MANUTENÇÃO CADASTRAL	
221	SIMCAD_2017	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2017	
221	SIMCAD_2017	DAT_FONTE_ATU	Data da Fonte de Atualização	^2018-11-16	
221	SIMCAD_2017	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201775	
221	SIMCAD_2017	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
222	CAGED_2018_03	SGL_FONTE_ATU	Sigla da Fonte de Atualização	CAGED	
222	CAGED_2018_03	DSC_FONTE_ATU	Descrição da Fonte de Atualização	CADASTRO GERAL DE EMPREGADOS	
222	CAGED_2018_03	ANO_MES_BASE_FONTE_ATU	Ano/Mês Base da Fonte de Atualização	^2018-03	
222	CAGED_2018_03	DAT_FONTE_ATU	Data da Fonte de Atualização	^2019-01-30	
222	CAGED_2018_03	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201725	
222	CAGED_2018_03	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
223	CAGED_2018_09	SGL_FONTE_ATU	Sigla da Fonte de Atualização	CAGED	
223	CAGED_2018_09	DSC_FONTE_ATU	Descrição da Fonte de Atualização	CADASTRO GERAL DE EMPREGADOS	
223	CAGED_2018_09	ANO_MES_BASE_FONTE_ATU	Ano/Mês Base da Fonte de Atualização	^2018-09	
223	CAGED_2018_09	DAT_FONTE_ATU	Data da Fonte de Atualização	^2019-02-13	
223	CAGED_2018_09	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201725	
223	CAGED_2018_09	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
224	RAIS_2018	SGL_FONTE_ATU	Sigla da Fonte de Atualização	RAIS	
224	RAIS_2018	DSC_FONTE_ATU	Descrição da Fonte de Atualização	RELACAO ANUAL DE INFORMAÇÕES SOCIAIS	
224	RAIS_2018	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2018	
224	RAIS_2018	DAT_FONTE_ATU	Data da Fonte de Atualização	^2019-10-03	
224	RAIS_2018	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201850	
